ds,y,da_price,direct_load_forecast,tie_load_forecast,wind_forecast,solar_forecast,market_import_forecast,tie_line_forecast,thermal_forecast,direct_load_actual,tie_load_actual,wind_actual,solar_actual,pumped_storage_actual,thermal_actual,market_import_actual,tie_line_actual,hour_of_day,day_of_week,is_holiday
2024-01-01 00:00:00,294.85999999999996,,55368.41,13364.0,4344.11,0.0,150.0,5136.0,8620.0,57600.502604333335,13254.982910333332,4373.556666666666,-6.473333333333334,305.56666666666666,8815.973225666667,149.61137399999998,5030.699259333333,0,0,0.0
2024-01-01 01:00:00,332.0,304.997,54139.042499999996,13364.0,3656.2574999999997,0.0,150.0,5139.5,8620.0,56421.743164,13257.638305749999,4076.335,-6.4325,-208.9725,8772.526550499999,149.80461125,5029.64759575,1,0,0.0
2024-01-01 02:00:00,326.3,293.25,53101.065,13364.0,2995.1075,0.0,150.0,5140.0,8620.0,55261.69043,13415.8118895,3874.1175000000003,-6.4925,-563.7125,8726.04119875,149.16787325,5039.65398825,2,0,0.0
2024-01-01 03:00:00,325.455,290.86,52586.675,13364.0,2420.3325,0.0,150.0,5138.75,8620.0,54710.12597675,13406.315735,3218.53,-6.49,-561.2775,8731.308655,149.880642,5031.17078375,3,0,0.0
2024-01-01 04:00:00,343.09000000000003,291.965,52789.3575,13364.0,1973.2875,0.0,150.0,5138.75,8620.0,54655.1083985,13313.353943,2692.8075,-6.47,-558.575,8718.6643675,149.3864555,5091.12437975,4,0,0.0
2024-01-01 05:00:00,340.325,303.93,53988.1,14261.0,1694.0725,0.0125,150.0,5143.75,8620.0,55547.1533205,14288.611695,2258.945,-6.505,-212.07999999999998,8726.7183835,149.795105,5089.9042549999995,5,0,0.0
2024-01-01 06:00:00,311.1225,303.225,56233.817500000005,17346.75,1590.0375,2.99,150.0,5138.5,8620.0,57626.938476999996,17458.87231475,1863.38,-6.7325,0.955,8702.757873499999,149.33893575000002,5149.6734235,6,0,0.0
2024-01-01 07:00:00,387.1675,301.608,60428.965,18082.25,1653.17,204.13,150.0,5135.0,8620.0,61610.9384765,18218.57763625,1707.165,103.165,194.5825,8696.864685,149.7380865,5175.09294525,7,0,0.0
2024-01-01 08:00:00,456.185,356.843,64077.135,19101.25,1732.3625,1916.01,150.0,5135.0,8620.0,64954.06250025,19094.3908695,1673.345,1703.45,359.96999999999997,8736.271972499999,149.61454,5154.4064005,8,0,0.0
2024-01-01 09:00:00,318.71500000000003,384.187,61831.25,19513.0,1682.47,4746.1275000000005,150.0,5140.0,8620.0,61188.29980475,19585.018189,1641.39,4915.1,-790.7925,8682.61279325,149.27240749999999,5101.042312,9,0,0.0
2024-01-01 10:00:00,11.254999999999995,345.595,58275.512500000004,17646.5,1531.645,6845.29,150.0,5140.0,8620.0,57348.9726565,17667.2779545,1490.92,6832.755,257.88,8637.01287875,149.58602925,5070.886599,10,0,0.0
2024-01-01 11:00:00,-80.0,333.877,55460.042499999996,14596.75,1473.5225,7866.7225,150.0,5140.0,8620.0,55000.71777375,14610.83251925,1110.585,7870.3425,618.6225000000001,8560.0716555,149.42446925,5049.20632525,11,0,0.0
2024-01-01 12:00:00,-3.5900000000000034,325.168,52359.6725,13174.75,1606.2275,7983.9125,150.0,5140.0,8620.0,52412.609375,13239.28717075,1102.7,8158.0775,-731.9649999999999,8555.429687,149.78560249999998,5079.16455425,12,0,0.0
2024-01-01 13:00:00,275.3575,289.753,54016.625,13658.25,1802.56,7230.005,150.0,5141.25,8620.0,54334.661133,13725.04144325,1270.2424999999998,6717.715,-1487.6725000000001,8519.04364025,149.3579445,5088.52917125,13,0,0.0
2024-01-01 14:00:00,285.4,281.318,57487.9425,16200.75,1999.27,5533.01,150.0,5141.25,8620.0,57412.397461,16469.37902875,1295.3274999999999,5238.5,-1526.83,8561.505859249999,149.6430475,5088.656856,14,0,0.0
2024-01-01 15:00:00,326.28499999999997,285.993,62405.0675,18165.25,2172.0249999999996,3128.24,150.0,5142.5,8620.0,62459.6689455,18425.889038,1280.1925,2857.8925,-478.54,8598.419617,149.928154,5104.264692,15,0,0.0
2024-01-01 16:00:00,400.25,318.515,67173.14,19187.25,2455.5475,853.875,150.0,5156.0,8620.0,66766.7207035,19174.10009775,1150.31,634.31,773.2125000000001,8733.167541499999,149.101349,5102.624185250001,16,0,0.0
2024-01-01 17:00:00,925.2975,341.968,70859.02249999999,19857.75,3040.3,21.355,150.0,5158.0,8620.0,72208.78906275,19778.017944,1382.2024999999999,-4.4725,1873.4924999999998,8785.192749,150.09922025,5094.14633475,17,0,0.0
2024-01-01 18:00:00,705.14,354.54,70671.6675,19850.75,3823.7775,0.66,150.0,5165.0,8620.0,72385.44531275,19833.936768,2153.1175,-7.06,2116.96,8841.976623999999,149.3294335,5125.6397065,18,0,0.0
2024-01-01 19:00:00,512.3874999999999,330.92,69279.85500000001,19849.5,4605.0025000000005,0.0,150.0,5167.75,8620.0,71379.1621095,19823.0767825,2779.6625,-7.1525,1667.125,8835.21429475,149.8426285,5178.4483115,19,0,0.0
2024-01-01 20:00:00,481.6975,312.895,67712.36499999999,19424.5,5278.87,0.0,150.0,5167.5,8620.0,70641.3496095,19504.0023195,3403.3775,-7.165,876.8,8851.963745500001,149.3009225,5174.4261289999995,20,0,0.0
2024-01-01 21:00:00,476.2925,331.707,64612.2225,18714.0,5735.3925,0.0,150.0,5160.0,8620.0,67967.42578175,18688.68371625,3555.26,-7.1825,45.0025,8822.9868775,149.662056,5182.053055,21,0,0.0
2024-01-01 22:00:00,356.4625,291.16,60792.192500000005,17673.75,5955.195,0.0,150.0,5150.0,8620.0,63715.6376955,17652.43896525,3288.6675,-7.2125,0.9325,8752.56372075,150.00418875,5183.420135,22,0,0.0
2024-01-01 23:00:00,335.0175,281.33,57413.3825,14427.5,5998.425,0.0,150.0,5132.5,8620.0,59164.95605475,14492.504395,3270.2225,-7.29,-142.2975,8713.80462625,149.2724115,5130.57462275,23,0,0.0
2024-01-02 00:00:00,380.845,278.317,57398.5725,13578.75,5256.12,0.0,150.0,5135.75,8680.0,56619.05468775,13708.522887750001,3221.03,-6.9475,-792.9150000000001,8652.9082645,149.7095795,5093.70299675,0,1,0.0
2024-01-02 01:00:00,402.9375,403.25,56615.71,13364.0,4764.3675,0.0,150.0,5139.5,8700.0,55215.57812525,13446.849609500001,2853.965,-7.105,-1442.725,8684.29809575,149.481491,5069.77258425,1,1,0.0
2024-01-02 02:00:00,393.9,397.25,55650.18,13364.0,4321.3375,0.0,150.0,5140.0,8700.0,54347.03906275,13389.42694075,2894.79,-6.9725,-1430.185,8720.678894249999,149.6810645,5084.8750245,2,1,0.0
2024-01-02 03:00:00,388.5,397.062,55073.13,13364.0,3789.18,0.0,150.0,5138.75,8700.0,53843.0996095,13332.9500735,2958.87,-7.0825,-1413.2675,8755.66241425,149.40546425,5096.5698855,3,1,0.0
2024-01-02 04:00:00,385.445,395.083,55364.755000000005,13364.0,3232.3025,0.0,150.0,5138.75,8700.0,54455.39843775,13400.89862025,2664.5325000000003,-6.9925,-1398.925,8772.770812750001,149.91865525,5080.22389725,4,1,0.0
2024-01-02 05:00:00,391.5,394.4,57462.2225,14261.0,2685.1775,0.0125,150.0,5143.75,8700.0,56754.25195325,14261.5855715,1827.9950000000001,-7.1075,-1379.74,8805.941162,149.75709525,5041.70210925,5,1,0.0
2024-01-02 06:00:00,394.0325,391.0,62514.6525,17346.75,2195.9575,0.48,150.0,5138.5,8700.0,61992.2783205,17395.36816375,1383.0549999999998,-6.9625,-329.565,8810.2421265,149.0823365,4982.8214312499995,6,1,0.0
2024-01-02 07:00:00,415.2575,404.333,69767.85250000001,18064.75,1804.0825,173.8075,150.0,5135.0,8700.0,69139.7500005,18110.6307375,945.355,47.67,492.54,8819.642456,149.87113575,4855.35342725,7,1,0.0
2024-01-02 08:00:00,651.7525,494.15,77405.6825,19073.0,1430.675,1671.325,150.0,5135.0,8700.0,78611.103516,19136.75524925,768.5475,998.6675,1521.7600000000002,8780.4505005,149.50049575,4856.113931,8,1,0.0
2024-01-02 09:00:00,762.725,679.225,76188.06,19481.25,1125.6425,4171.31,150.0,5140.0,8700.0,78938.496094,19509.313720500002,536.5625,3036.4325,293.1775,8785.992737,149.58602925,4898.6612965,9,1,0.0
2024-01-02 10:00:00,456.0975,431.0,73132.6375,17633.5,922.0725,6211.65,150.0,5140.0,8700.0,76716.60742225,17994.2700195,386.59749999999997,4900.6825,126.8975,8785.607422000001,149.3294335,4879.031688749999,10,1,0.0
2024-01-02 11:00:00,428.03499999999997,418.03,69507.755,14596.75,817.63,7364.885,150.0,5140.0,8700.0,72998.371094,16393.759277,353.4075,6211.18,-363.675,8771.609863,149.6715625,4862.9826855,11,1,0.0
2024-01-02 12:00:00,399.0625,413.4,64680.990000000005,13174.75,788.0825,7605.465,150.0,5140.0,8700.0,68082.90039075,16113.8235475,432.39250000000004,6492.0425,-1057.1175,8758.2613525,149.6525575,4832.4240660000005,12,1,0.0
2024-01-02 13:00:00,395.325,397.567,66229.8675,13658.25,794.76,6961.6025,150.0,5141.25,8700.0,69386.148438,16563.27764875,573.535,5942.4825,-352.0325,8756.927917500001,148.96829975,4844.83717375,13,1,0.0
2024-01-02 14:00:00,410.0,408.208,69011.99,16200.75,808.3225,5404.105,150.0,5141.25,8700.0,71471.826172,18492.0546875,543.575,4656.4275,-535.8050000000001,8764.436035499999,149.90915275,4892.04909525,14,1,0.0
2024-01-02 15:00:00,491.4,413.187,73148.22750000001,18165.25,848.5074999999999,3095.6675,150.0,5142.5,8700.0,74702.60156275,19647.322632,498.9575,2523.6075,-344.8725,8827.744140499999,149.32942975,4886.78935575,15,1,0.0
2024-01-02 16:00:00,906.745,593.523,77184.8325,19187.25,973.0450000000001,861.315,150.0,5156.0,8700.0,76831.81835975,19334.90258825,689.5325,614.34,83.4575,8885.14660675,149.643055,4887.80859825,16,1,0.0
2024-01-02 17:00:00,1156.64,841.275,80211.8175,19857.75,1212.8325,19.8825,150.0,5158.0,8700.0,79077.35351575,19856.3111575,1093.1575,-0.9274999999999993,332.4175,8899.196289,149.500496,4923.1837694999995,17,1,0.0
2024-01-02 18:00:00,795.325,774.775,78730.275,19850.75,1535.13,0.385,150.0,5165.0,8700.0,77656.8945315,19857.309449,1666.1100000000001,-7.24,0.895,8879.5786135,149.852127,4928.5304347500005,18,1,0.0
2024-01-02 19:00:00,441.125,501.76,76868.095,19849.5,1951.2925,0.0,150.0,5167.75,8700.0,75932.167969,19980.690064,2105.6575000000003,-7.15,535.605,8867.63433825,149.93766025,4923.74035375,19,1,0.0
2024-01-02 20:00:00,408.25,510.355,75071.10250000001,19424.5,2483.34,0.0,150.0,5167.5,8700.0,74278.277344,19428.38024925,2078.0125,-7.13,1263.625,8839.256714,149.02531825,4927.316999000001,20,1,0.0
2024-01-02 21:00:00,394.0625,436.483,71752.9375,18714.0,3166.2650000000003,0.0,150.0,5160.0,8700.0,71302.525391,18593.02978575,2844.795,-7.1875,1315.8175,8805.40448025,149.97567375,4940.993143,21,1,0.0
2024-01-02 22:00:00,378.1575,405.473,67767.9075,17673.75,4058.3900000000003,0.0,150.0,5150.0,8700.0,67051.41308625,17622.886108500003,3949.61,-7.245,690.76,8795.06976325,149.29142000000002,4935.7075125,22,1,0.0
2024-01-02 23:00:00,361.095,389.5,63480.325,14427.5,5150.6875,2.5175,150.0,5132.5,8700.0,62710.84472675,14510.27417,5016.6475,-7.0649999999999995,1126.4425,8736.18572975,149.529007,4920.8575785,23,1,0.0
2024-01-03 00:00:00,148.46,374.07,60891.4025,14297.0,7014.55,0.0,150.0,5120.75,8775.0,59953.03906275,14712.1448975,6342.9725,-7.1075,1052.8725,8685.3368535,149.2248955,4920.73694775,0,2,0.0
2024-01-03 01:00:00,94.32249999999999,287.08,59667.3125,14325.0,8519.9625,0.0,150.0,5119.5,8800.0,58870.871094,14855.432800999999,7532.5475,-7.165,-788.53,8656.668701,148.9302785,4925.2639655,1,2,0.0
2024-01-03 02:00:00,278.3025,281.172,58725.535,14325.0,9438.595,0.0,150.0,5120.0,8800.0,57856.296875,14919.703552250001,8044.3475,-7.11,-1747.0,8680.91693125,148.55964275,4936.369227499999,2,2,0.0
2024-01-03 03:00:00,278.43,277.955,58250.59,14325.0,9912.1225,0.0,150.0,5118.75,8800.0,57288.69042975,14869.878601249999,8537.7525,-7.0525,-1723.7525,8697.0302125,147.4857445,4936.92534425,3,2,0.0
2024-01-03 04:00:00,273.2875,275.1,58523.345,14325.0,10037.300000000001,0.0,150.0,5118.75,8800.0,57735.93164075,14746.6878055,9235.195,-7.27,-1408.595,8675.57781975,147.1436155,4920.6909435,4,2,0.0
2024-01-03 05:00:00,43.9475,276.528,60556.6325,15299.25,9742.385,0.0075,150.0,5123.75,8800.0,60030.02343775,15910.094177,9393.8,-7.1675,-894.11,8670.24145525,146.4973755,4929.16167325,5,2,0.0
2024-01-03 06:00:00,100.94250000000001,276.375,65495.2475,18694.0,9145.4,0.26,150.0,5118.5,8800.0,65265.4277345,19428.16052275,8680.93,-6.995,0.9425,8694.2561035,146.3833315,4925.79335825,6,2,0.0
2024-01-03 07:00:00,328.01,296.507,71699.175,19395.0,8395.4025,231.2975,150.0,5115.0,8800.0,72363.7714845,19452.041382,8648.73,71.0575,212.45749999999998,8682.616699,145.4995,4912.962406000001,7,2,0.0
2024-01-03 08:00:00,388.15,343.31,77795.18,20188.75,7485.0225,2158.6575000000003,150.0,5115.0,8800.0,80879.11718775,19477.66357425,7665.1875,1360.0925,1099.1525000000001,8671.460571,144.90077200000002,4914.77380925,8,2,0.0
2024-01-03 09:00:00,356.945,366.958,75186.44,20410.75,6491.51,5351.075,150.0,5120.0,8800.0,78943.402344,19953.0531005,6249.1325,4514.7075,687.7925,8679.434143,144.77722575,4903.5611865,9,2,0.0
2024-01-03 10:00:00,319.45,328.765,72058.275,18505.75,5592.2675,7730.8125,150.0,5120.0,8800.0,74957.1933595,18555.99096675,5620.4349999999995,6833.672500000001,118.4575,8604.703003,144.1214825,4885.449806250001,10,2,0.0
2024-01-03 11:00:00,311.655,314.305,68604.97,15298.0,5025.79,8938.025,150.0,5120.0,8800.0,69898.3964845,15794.0465695,5434.23,8136.91,-594.5575,8594.95452875,143.7983585,4803.3117145,11,2,0.0
2024-01-03 12:00:00,191.04250000000002,310.748,63713.9875,13847.5,4585.6325,9180.4125,150.0,5120.0,8800.0,62985.693359749996,15793.05316225,5393.3225,8801.395,-1914.8825000000002,8576.010071,142.75297175,4782.93235525,12,2,0.0
2024-01-03 13:00:00,272.5375,296.025,65175.244999999995,14273.25,4229.7825,8604.275,150.0,5121.25,8800.0,63961.866211249995,17891.9377445,5116.3775000000005,8523.9825,-1989.0449999999998,8549.3007205,142.55339800000002,4772.8997625,13,2,0.0
2024-01-03 14:00:00,276.6425,310.8,68106.1925,16696.75,3880.605,7009.3475,150.0,5121.25,8800.0,66247.05371125,18386.012573,4855.4525,7167.925,-477.985,8525.011291499999,141.92616275,4822.26216525,14,2,0.0
2024-01-03 15:00:00,313.1575,321.168,72434.42,18203.75,3533.2775,4293.5425,150.0,5122.5,8800.0,70621.5820315,17867.07702575,4262.02,4418.9875,383.98749999999995,8605.13519275,141.25140775,4849.56428675,15,2,0.0
2024-01-03 16:00:00,356.84000000000003,390.635,76886.935,19616.25,3549.945,1235.3174999999999,150.0,5136.0,8800.0,75393.41406275,19179.179809499998,4187.3724999999995,1013.2475000000001,1513.295,8678.57135,141.22289675000002,4826.7137035,16,2,0.0
2024-01-03 17:00:00,373.8125,426.0,80453.3175,21164.0,4307.75,30.5975,150.0,5138.0,8800.0,78915.605469,20415.009277,5386.085,7.102500000000001,1979.3975,8739.16009525,140.08246975,4857.20155375,17,2,0.0
2024-01-03 18:00:00,355.8075,413.127,79197.70999999999,21223.75,5587.9349999999995,0.425,150.0,5145.0,8800.0,78114.3769535,20530.67980975,7235.155,-4.0024999999999995,2046.0025,8729.57867425,140.16799925,4878.5867085,18,2,0.0
2024-01-03 19:00:00,327.5825,381.288,77429.085,21222.5,6999.5475,0.0,150.0,5147.75,8800.0,76352.716797,20109.36145025,8480.215,-3.9575,2114.7475,8669.507996,139.20814525,4870.5112785,19,2,0.0
2024-01-03 20:00:00,327.24,377.525,75908.60250000001,20626.5,8306.157500000001,0.0,150.0,5147.5,8800.0,75084.2851565,19743.5736085,9613.182499999999,-3.9699999999999998,1136.4850000000001,8677.2562255,138.46686575,4901.14124275,20,2,0.0
2024-01-03 21:00:00,310.2925,351.225,72656.515,19323.5,9498.59,0.0,150.0,5140.0,8800.0,71938.5058595,18898.5594485,10798.2425,-4.032500000000001,591.9475,8660.23761,137.96317675,4944.583064,21,2,0.0
2024-01-03 22:00:00,229.9125,315.695,68677.0125,18602.75,10640.8725,0.0,150.0,5130.0,8800.0,67604.82617225,18557.8895265,12202.4775,-3.8075,91.14999999999999,8645.0998535,137.621048,4969.97894825,22,2,0.0
2024-01-03 23:00:00,-80.0,289.975,64326.895000000004,15388.5,11853.94,0.0,150.0,5112.5,8800.0,63095.261719,15810.45312475,13429.975,-3.83,-313.605,8613.400757,137.25040475,4973.70618025,23,2,0.0
2024-01-04 00:00:00,-80.0,185.445,61041.177500000005,14787.75,13175.9975,0.0,140.25,5115.75,8687.5,60368.21289075,14871.81286625,14333.6375,-3.605,-1414.9275,8602.56225625,136.4045945,4971.093259,0,3,0.0
2024-01-04 01:00:00,-80.0,-33.35,59535.81,14659.0,14151.32,0.9175,137.0,5119.5,8650.0,59119.33691425,14797.5150145,15105.157500000001,-6.0925,-1612.0725,8584.066833249999,136.78473275,4971.28422725,1,3,0.0
2024-01-04 02:00:00,-80.0,75.285,58587.705,14659.0,14920.1225,0.0,137.0,5120.0,8650.0,58201.248047,14939.16943375,15664.785,-6.87,-2219.15,8554.5024415,136.65168775,4998.44359475,2,3,0.0
2024-01-04 03:00:00,-80.0,-51.5,58112.805,14659.0,15560.93,0.0,137.0,5118.75,8650.0,57616.42382825,14748.3117065,16115.255,-6.8725000000000005,-2249.655,8592.71997075,136.898777,5031.9659682500005,3,3,0.0
2024-01-04 04:00:00,-80.0,-80.0,58366.755,14659.0,16110.905,0.0,137.0,5118.75,8650.0,57904.8583985,14812.1204835,15598.96,-7.0525,-2219.465,8571.8270875,136.927288,5037.498477749999,4,3,0.0
2024-01-04 05:00:00,-80.0,-80.0,60721.6,15633.25,16603.4375,0.0,137.0,5123.75,8650.0,60066.9794925,15864.622558250001,15621.63,-7.045,-2188.1325,8591.984619,136.64217775,5033.37380125,5,3,0.0
2024-01-04 06:00:00,-80.0,-80.0,65707.0475,18782.25,16979.015,0.42000000000000004,137.0,5118.5,8650.0,65254.65917975,19292.824707,15084.6725,-6.8575,-1315.5025,8620.1528325,136.88927475,5038.7190765,6,3,0.0
2024-01-04 07:00:00,101.67,-52.0,72394.8925,18996.0,17177.8425,225.2575,137.0,5115.0,8650.0,71754.81054725,19382.3092045,17883.4225,96.4225,-79.9075,8623.0895385,136.6992035,5059.6498974999995,7,3,0.0
2024-01-04 08:00:00,301.44,302.895,80052.5075,19480.25,16982.945,2052.3375,137.0,5115.0,8650.0,78805.66601575,19624.8491215,18531.355,1754.44,1163.6275,8628.934692249999,137.0698395,5047.10984325,8,3,0.0
2024-01-04 09:00:00,-80.0,414.72,77185.08499999999,19957.25,16308.289999999999,5069.8575,137.0,5120.0,8650.0,75507.50000025,20146.874755999997,17399.15,5231.7275,-58.02499999999998,8572.938904,136.52813725,5038.83632325,9,3,0.0
2024-01-04 10:00:00,-80.0,139.84,73734.105,18573.75,15218.3875,7356.717500000001,137.0,5120.0,8650.0,71053.23632825,18514.49072275,15534.16,6840.995,-1362.8825,8520.968628,137.01282125,5018.93933525,10,3,0.0
2024-01-04 11:00:00,-80.0,-80.0,70338.205,15298.0,13987.7225,8573.1775,137.0,5120.0,8650.0,65452.265625,15380.532837,12349.740000000002,7337.085,-406.9425,8540.194641,136.4331055,4947.9488855,11,3,0.0
2024-01-04 12:00:00,-80.0,-56.25,64845.8975,13847.5,12735.317500000001,8831.6,137.0,5120.0,8650.0,59355.881836,13907.278625750001,7875.4800000000005,6581.275,0.87,8536.36279275,136.61367025,4899.05765325,12,3,0.0
2024-01-04 13:00:00,-80.0,-80.0,66774.02249999999,14273.25,11404.715,8192.7075,137.0,5121.25,8650.0,61555.038086,14452.30413775,8487.365,6568.215,0.8825000000000001,8530.5179445,137.02231975,4914.62309475,13,3,0.0
2024-01-04 14:00:00,-40.725,-51.5,69294.2275,16696.75,10034.6,6553.1325,137.0,5121.25,8650.0,64625.326172,16798.00988775,9244.7275,5790.73,0.8525,8533.5114745,136.81324375,4951.13579675,14,3,0.0
2024-01-04 15:00:00,378.1775,288.082,73648.26,17485.5,8775.705,3931.8424999999997,137.0,5122.5,8650.0,69391.34960975,17735.67578175,8885.12,3739.69,156.1975,8587.4817505,137.04132875,5010.3786465,15,3,0.0
2024-01-04 16:00:00,491.4,567.888,77075.065,18831.5,7908.1325,1124.8174999999999,137.0,5136.0,8650.0,73535.57617225,18875.657837,8013.7825,902.8925,736.485,8677.03094525,136.8037415,5040.387841,16,3,0.0
2024-01-04 17:00:00,588.5125,682.275,80617.975,20418.5,7358.0525,27.235000000000003,137.0,5138.0,8650.0,77082.12500025,20544.48693875,7997.235000000001,7.4375,1035.425,8744.125915749999,137.269413,5045.5961262499995,17,3,0.0
2024-01-04 18:00:00,532.36,689.94,78857.0325,20485.0,6903.415,0.3825,137.0,5145.0,8650.0,76128.48437525,20528.71423375,7433.0575,-7.074999999999999,1870.8225,8796.834839,136.83224875,5047.9436255,18,3,0.0
2024-01-04 19:00:00,502.9,659.73,77087.25,20487.0,6511.6775,0.0,137.0,5147.75,8650.0,74485.75781275,20576.09594725,6636.7175,-6.9725,1943.9,8785.7943115,136.708702,5093.79554175,19,3,0.0
2024-01-04 20:00:00,503.62,594.82,75465.89249999999,19891.25,6138.5,0.0,137.0,5147.5,8650.0,73486.339844,20146.186279,6151.735,-6.99,926.2675,8755.0440065,137.00331475000002,5110.7909335,20,3,0.0
2024-01-04 21:00:00,515.975,603.975,72627.0525,18588.25,5792.3975,0.0,137.0,5140.0,8650.0,70909.6425785,18980.0281985,5529.2675,-7.055,0.8225,8724.5874025,136.680195,5118.183451,21,3,0.0
2024-01-04 22:00:00,483.8125,609.68,68363.0325,18281.75,5597.675,0.0,137.0,5130.0,8650.0,66629.96875025,18554.128052,5606.4625,-6.9575,0.85,8757.67816175,136.7752265,5122.03615875,22,3,0.0
2024-01-04 23:00:00,446.4,507.815,64025.81,15725.0,5625.1849999999995,0.0,137.0,5112.5,8650.0,62610.55664075,16032.584778249999,5080.0925,-6.9275,0.905,8713.4508055,136.59466175,5063.25508325,23,3,0.0
2024-01-05 00:00:00,366.25,476.47,60621.917499999996,14946.25,5958.47,0.0,137.0,5051.25,8612.5,59878.3603515,14941.85412575,5088.27,-6.8925,0.91,8703.2791135,137.03182625,5039.62272125,0,4,0.0
2024-01-05 01:00:00,348.75,356.203,59025.9925,14759.0,6445.245,0.0,137.0,5030.0,8600.0,58668.3632815,14845.1865235,6204.952499999999,-6.8575,-400.09000000000003,8669.85314925,136.7752265,5039.02377275,1,4,0.0
2024-01-05 02:00:00,345.655,353.03,58062.197499999995,14759.0,6837.165,0.0,137.0,5030.0,8600.0,57825.84667975,14804.2750245,7299.135,-6.85,-1057.885,8670.94805925,136.91778175000002,5060.744235,2,4,0.0
2024-01-05 03:00:00,332.5425,352.125,57586.845,14759.0,7000.2775,0.0,137.0,5030.0,8600.0,57335.546875,14820.44995125,7937.4325,-6.84,-1123.355,8713.23883025,136.889267,5046.5868325,3,4,0.0
2024-01-05 04:00:00,328.875,352.15,57835.6425,14759.0,7011.17,0.0,137.0,5030.0,8600.0,57686.6757815,14766.67309575,8117.01,-6.797499999999999,-1048.9,8756.963989,136.4806215,5044.636129,4,4,0.0
2024-01-05 05:00:00,344.0,353.0,60070.17,15890.75,6733.889999999999,0.0025,137.0,5030.0,8600.0,60002.55664075,15755.740906250001,7856.485000000001,-6.92,-584.995,8748.57281525,137.193386,5032.1115185,5,4,0.0
2024-01-05 06:00:00,351.845,352.625,65138.08,19276.25,6177.44,0.22,137.0,5030.0,8600.0,65310.6220705,19356.426758,7461.525,-6.782500000000001,-362.7375,8754.715088,136.52813700000002,5027.150676,6,4,0.0
2024-01-05 07:00:00,385.8825,367.75,71074.81,19379.5,5384.2675,253.5075,137.0,5030.0,8600.0,72037.792969,19532.4853515,6581.1875,102.3175,-216.0875,8819.310546749999,137.269409,5028.196594749999,7,4,0.0
2024-01-05 08:00:00,433.3325,397.813,77713.32,19636.5,4352.7825,2240.4925,137.0,5030.0,8600.0,78575.498047,19606.71362325,4881.72,1882.5,740.6800000000001,8857.40393075,136.58515525,5028.9055635,8,4,0.0
2024-01-05 09:00:00,377.35,411.375,74603.79,19957.25,3160.225,5497.2975,137.0,5030.0,8600.0,73827.59375025,19918.3894045,3155.615,5672.6900000000005,409.7125,8812.6482545,136.55664825,4981.276448,9,4,0.0
2024-01-05 10:00:00,354.97,382.06,71163.93,18573.75,1982.54,7952.045,137.0,5030.0,8600.0,68937.62500025,18759.37146075,1594.2925,8093.9975,0.8674999999999999,8725.260803000001,137.1268655,4999.97576825,10,4,0.0
2024-01-05 11:00:00,342.3325,370.573,66998.70999999999,15298.0,1225.3225,9248.2325,137.0,5030.0,8600.0,64311.609375500004,17132.0034175,604.6775,9243.675,-356.97749999999996,8626.76489275,136.59466550000002,4924.6828735,11,4,0.0
2024-01-05 12:00:00,324.9575,357.792,61894.725,13847.5,812.18,9523.285,137.0,5030.0,8600.0,58635.7246095,15398.36975125,203.3225,9534.6,-1389.2849999999999,8578.927246,136.85126125,4884.1759215,12,4,0.0
2024-01-05 13:00:00,341.78499999999997,345.51,63810.0375,14273.25,533.6875,8875.2725,137.0,5030.0,8600.0,60870.71875025,16717.26415975,165.22,8920.265,-1639.78,8581.80841075,136.76572425,4898.0037145,13,4,0.0
2024-01-05 14:00:00,349.53,353.75,66659.99,16794.25,441.02250000000004,7208.04,137.0,5030.0,8600.0,63994.37988275,19249.18811,199.2925,7281.3675,-746.7075,8572.8032835,136.87976825,4931.4714685,14,4,0.0
2024-01-05 15:00:00,373.3625,362.508,71029.38,17745.5,372.5225,4396.2375,137.0,5030.0,8600.0,68427.464844,19192.09728975,212.35750000000002,4348.77,0.9025,8653.30456525,136.52813700000002,4952.16631925,15,4,0.0
2024-01-05 16:00:00,444.2875,410.455,75515.155,18994.0,377.325,1310.0125,137.0,5040.0,8600.0,72873.07812525,19204.9211425,198.1025,1052.04,38.3275,8770.531493999999,136.91778175,5041.24658025,16,4,0.0
2024-01-05 17:00:00,917.395,472.733,79232.9575,20418.5,435.7425,39.205000000000005,137.0,5040.0,8600.0,76872.306641,20389.3121345,217.0125,12.597500000000002,439.68499999999995,8850.139038000001,136.97480375,5063.74842,17,4,0.0
2024-01-05 18:00:00,474.15,523.55,77811.9675,20608.03,507.92499999999995,0.2275,137.0,5047.5,8600.0,76158.6269535,20399.91052275,149.52,-8.067499999999999,1719.53,8863.10894825,136.87976824999998,5059.24479525,18,4,0.0
2024-01-05 19:00:00,393.0175,425.71,76136.2475,20486.75,604.1825,0.0,137.0,5050.0,8600.0,74587.01171925,20443.23815975,95.935,-7.96,2134.78,8803.0811765,137.06983574999998,5075.65128975,19,4,0.0
2024-01-05 20:00:00,392.605,449.108,74695.1575,19989.0,695.1400000000001,0.0,137.0,5050.0,8600.0,73245.556641,19992.558716,88.18,-8.030000000000001,2191.99,8793.03692625,136.82274625,5085.63340025,20,4,0.0
